error_id,crate_name,version,test_name,error_type,error_text,full_error_text,passed_in_tree_borrows
278,spng,0.2.0-alpha.2,decode,Undefined Behavior,"trying to retag from <99212> for Unique permission at alloc25959[0x0], but that tag does not exist in the borrow stack for this location","Undefined Behavior: trying to retag from <> for Unique permission at alloc[0x0], but that tag does not exist in the borrow stack for this location",FALSE
278,spng,0.2.0-alpha.2,decode_001_cursor,Undefined Behavior,"trying to retag from <99769> for Unique permission at alloc26075[0x0], but that tag does not exist in the borrow stack for this location","Undefined Behavior: trying to retag from <> for Unique permission at alloc[0x0], but that tag does not exist in the borrow stack for this location",FALSE
278,spng,0.2.0-alpha.2,decode_001_cursor_buffered,Undefined Behavior,"trying to retag from <99932> for Unique permission at alloc26161[0x0], but that tag does not exist in the borrow stack for this location","Undefined Behavior: trying to retag from <> for Unique permission at alloc[0x0], but that tag does not exist in the borrow stack for this location",FALSE
278,spng,0.2.0-alpha.2,decode_001_raw_context,Undefined Behavior,"trying to retag from <99603> for Unique permission at alloc26013[0x0], but that tag does not exist in the borrow stack for this location","Undefined Behavior: trying to retag from <> for Unique permission at alloc[0x0], but that tag does not exist in the borrow stack for this location",FALSE
278,spng,0.2.0-alpha.2,decode_001_slice,Undefined Behavior,"trying to retag from <99723> for Unique permission at alloc26061[0x0], but that tag does not exist in the borrow stack for this location","Undefined Behavior: trying to retag from <> for Unique permission at alloc[0x0], but that tag does not exist in the borrow stack for this location",FALSE
278,spng,0.2.0-alpha.2,decode_002_cursor,Undefined Behavior,"trying to retag from <99769> for Unique permission at alloc26075[0x0], but that tag does not exist in the borrow stack for this location","Undefined Behavior: trying to retag from <> for Unique permission at alloc[0x0], but that tag does not exist in the borrow stack for this location",FALSE
278,spng,0.2.0-alpha.2,decode_002_cursor_buffered,Undefined Behavior,"trying to retag from <99760> for Unique permission at alloc26083[0x0], but that tag does not exist in the borrow stack for this location","Undefined Behavior: trying to retag from <> for Unique permission at alloc[0x0], but that tag does not exist in the borrow stack for this location",FALSE
278,spng,0.2.0-alpha.2,decode_002_slice,Undefined Behavior,"trying to retag from <99723> for Unique permission at alloc26061[0x0], but that tag does not exist in the borrow stack for this location","Undefined Behavior: trying to retag from <> for Unique permission at alloc[0x0], but that tag does not exist in the borrow stack for this location",FALSE
279,spritz_cipher,0.1.0,c_check::compare_arduino,LLI interoperation error,LLVM field count mismatch,"LLI interoperation error: LLVM field count mismatch: cannot convert an LLVM value with 1 fields to a Rust value of type (), which has 0 fields.",FALSE
280,tab-hash,0.3.0,simple32_vs_reference_implementation,Test Failed,NA,"test failed, to rerun pass `--test lib`",FALSE
280,tab-hash,0.3.0,simple64_vs_reference_implementation,Test Failed,NA,"test failed, to rerun pass `--test lib`",FALSE
280,tab-hash,0.3.0,twisted64_vs_reference_implementation,Test Failed,NA,"test failed, to rerun pass `--test lib`",FALSE
282,tarantool,2.0.0,decimal::test::cmp,Undefined Behavior,constructing invalid value at .value.lsu[6],"Undefined Behavior: constructing invalid value at .value.lsu[6]: encountered uninitialized memory, but expected an integer",FALSE
282,tarantool,2.0.0,decimal::test::from_num,Undefined Behavior,constructing invalid value at .value.lsu[6],"Undefined Behavior: constructing invalid value at .value.lsu[6]: encountered uninitialized memory, but expected an integer",FALSE
282,tarantool,2.0.0,decimal::test::ops,Undefined Behavior,constructing invalid value at .value.lsu[6],"Undefined Behavior: constructing invalid value at .value.lsu[6]: encountered uninitialized memory, but expected an integer",FALSE
281,tarantool,2.0.0,decimal::test::to_num,Undefined Behavior,"attempting a read access using <116248> at alloc37848[0x8], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x8], but that tag does not exist in the borrow stack for this location",FALSE
285,tetsy-secp256k1,0.7.0,key::test::keypair_slice_round_trip,Undefined Behavior,"attempting a write access using <907685> at alloc800738[0x0], but that tag only grants SharedReadOnly permission for this location","Undefined Behavior: attempting a write access using <> at alloc[0x0], but that tag only grants SharedReadOnly permission for this location",FALSE
284,tetsy-secp256k1,0.7.0,key::test::pubkey_add,LLI interoperation error,Rust type mismatch,LLI interoperation error: Rust type mismatch: cannot convert a Rust value of type i32 to an LLVM value of type i64.,FALSE
285,tetsy-secp256k1,0.7.0,key::test::test_pubkey_serialize,Undefined Behavior,"attempting a write access using <839994> at alloc757839[0x0], but that tag only grants SharedReadOnly permission for this location","Undefined Behavior: attempting a write access using <> at alloc[0x0], but that tag only grants SharedReadOnly permission for this location",FALSE
285,tetsy-secp256k1,0.7.0,tests::capabilities,Undefined Behavior,"attempting a write access using <3132225> at alloc3022744[0x0], but that tag only grants SharedReadOnly permission for this location","Undefined Behavior: attempting a write access using <> at alloc[0x0], but that tag only grants SharedReadOnly permission for this location",FALSE
286,tinycdb,0.0.7,tests::test_basic_find,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has size 8, so pointer to 4 bytes starting at offset 264 is out-of-bounds",FALSE
286,tinycdb,0.0.7,tests::test_find_not_found,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has size 8, so pointer to 4 bytes starting at offset 264 is out-of-bounds",FALSE
286,tinycdb,0.0.7,tests::test_iteration,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has size 8, so pointer to 4 bytes starting at offset 264 is out-of-bounds",FALSE
287,tinyspline-sys,0.2.0,tests::interpolation,memory leaked,"alloc25545 (C heap, size","memory leaked: alloc (C heap, size: 256, align: 16), allocated here:",FALSE
289,tpnote-lib,0.22.8,highlight::test::test_indented,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE
288,tpnote-lib,0.22.8,highlight::test::test_plain_text,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: 0x10[noalloc] is a dangling pointer (it has no provenance),FALSE
289,tpnote-lib,0.22.8,highlight::test::test_rust_source,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE
288,tpnote-lib,0.22.8,highlight::test::test_unkown_source,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: 0x10[noalloc] is a dangling pointer (it has no provenance),FALSE
291,tree-sitter-cpp,0.20.3,tests::can_load_grammar,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: null pointer is a dangling pointer (it has no provenance),FALSE
292,tree-sitter-cuda,0.20.3,tests::test_can_load_grammar,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: null pointer is a dangling pointer (it has no provenance),FALSE
294,tree-sitter-svelte,0.10.2,tests::can_load_grammar,memory leaked,"alloc25379 (C heap, size","memory leaked: alloc (C heap, size: 24576, align: 16), allocated here:",FALSE
295,triangle-rs,0.1.2,tests::area,Undefined Behavior,"deallocating alloc27335, which is C heap memory, using Rust heap deallocation operation","Undefined Behavior: deallocating alloc, which is C heap memory, using Rust heap deallocation operation",FALSE
297,twmap,0.10.0,custom_test_ddnet,Undefined Behavior,"attempting a read access using <3788059> at alloc888196[0x8], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x8], but that tag does not exist in the borrow stack for this location",FALSE
297,twmap,0.10.0,custom_test_teeworlds07,Undefined Behavior,"attempting a read access using <140233> at alloc39552[0x8], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x8], but that tag does not exist in the borrow stack for this location",FALSE
297,twmap,0.10.0,dm1_bin_eq,Undefined Behavior,"attempting a read access using <21261591> at alloc4020259[0x8], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x8], but that tag does not exist in the borrow stack for this location",FALSE
297,twmap,0.10.0,dm1_dir,Undefined Behavior,"attempting a read access using <48077628> at alloc11942367[0x8], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x8], but that tag does not exist in the borrow stack for this location",FALSE
297,twmap,0.10.0,dm1_test,Undefined Behavior,"attempting a read access using <21261495> at alloc4020238[0x8], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x8], but that tag does not exist in the borrow stack for this location",FALSE
297,twmap,0.10.0,dm1_test_vanilla,Undefined Behavior,"attempting a read access using <51101172> at alloc12920374[0x8], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x8], but that tag does not exist in the borrow stack for this location",FALSE
297,twmap,0.10.0,editor_dir,Undefined Behavior,"attempting a read access using <24781056> at alloc4888322[0x8], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x8], but that tag does not exist in the borrow stack for this location",FALSE
297,twmap,0.10.0,editor_map_bin_eq,Undefined Behavior,"attempting a read access using <21236392> at alloc4012435[0x8], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x8], but that tag does not exist in the borrow stack for this location",FALSE
297,twmap,0.10.0,editor_test,Undefined Behavior,"attempting a read access using <24793696> at alloc4892712[0x8], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x8], but that tag does not exist in the borrow stack for this location",FALSE
297,twmap,0.10.0,minimal,Undefined Behavior,"attempting a read access using <100187> at alloc26389[0x8], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x8], but that tag does not exist in the borrow stack for this location",FALSE
298,tz-search,0.1.1,tests::loads_ok,Undefined Behavior,"accessing memory with alignment 1, but alignment 4 is required","Undefined Behavior: accessing memory with alignment 1, but alignment 4 is required",FALSE
298,tz-search,0.1.1,tests::test_lookup_lat_long,Undefined Behavior,"accessing memory with alignment 1, but alignment 4 is required","Undefined Behavior: accessing memory with alignment 1, but alignment 4 is required",FALSE
298,tz-search,0.1.1,tests::test_lookup_pixel,Undefined Behavior,"accessing memory with alignment 1, but alignment 4 is required","Undefined Behavior: accessing memory with alignment 1, but alignment 4 is required",FALSE
300,valley-free,0.2.0,tests::build_topology,Undefined Behavior,"attempting a read access using <97328> at alloc25515[0x8], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x8], but that tag does not exist in the borrow stack for this location",FALSE
300,valley-free,0.2.0,tests::propagate,Undefined Behavior,"attempting a read access using <97431> at alloc25556[0x8], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x8], but that tag does not exist in the borrow stack for this location",FALSE
302,webrtc-vad,0.4.0,test::is_voice_segment,Undefined Behavior,"attempting a read access using <102220> at alloc25379[0x4], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x4], but that tag does not exist in the borrow stack for this location",TRUE
303,x42ltc-sys,0.0.5,ltc_decode_timecode_dot_raw,memory leaked,"alloc25439 (C heap, size","memory leaked: alloc (C heap, size: 408, align: 16), allocated here:",FALSE
304,xdrfile,0.3.0,c_abi::xdrfile_trr::tests::test_read_trr_nframes,Undefined Behavior,"attempting a write access using <108849> at alloc28304[0x0], but that tag only grants SharedReadOnly permission for this location","Undefined Behavior: attempting a write access using <> at alloc[0x0], but that tag only grants SharedReadOnly permission for this location",FALSE
305,xdrfile,0.3.0,c_abi::xdrfile_xtc::tests::test_read_xtc_nframes,Undefined Behavior,"attempting a write access using <108867> at alloc28307[0x0], but that tag only grants SharedReadOnly permission for this location","Undefined Behavior: attempting a write access using <> at alloc[0x0], but that tag only grants SharedReadOnly permission for this location",FALSE
308,xxhrs,2.0.0,tests::test_build_hasher,Undefined Behavior,constructing invalid value at .value.reserved,"Undefined Behavior: constructing invalid value at .value.reserved: encountered uninitialized memory, but expected an integer",FALSE
307,xxhrs,2.0.0,tests::test_hash_set,Undefined Behavior,constructing invalid value at .value.reserved64,"Undefined Behavior: constructing invalid value at .value.reserved64: encountered uninitialized memory, but expected an integer",FALSE
307,xxhrs,2.0.0,tests::test_hasher_iface,Undefined Behavior,constructing invalid value at .value.reserved64,"Undefined Behavior: constructing invalid value at .value.reserved64: encountered uninitialized memory, but expected an integer",FALSE
308,xxhrs,2.0.0,tests::test_streaming,Undefined Behavior,constructing invalid value at .value.reserved,"Undefined Behavior: constructing invalid value at .value.reserved: encountered uninitialized memory, but expected an integer",FALSE
